penilaian_rendah_matkul_matematika_binggris_1,pendidikan_orang_tua_tingkat_bawah,nilai_matkul_bahasa_inggris_rendah_pendidikan_ibu_tinggi,estimasi_waktu_perjalanan_ke_kampus,jumlah_saudara,suka_lomba_durasi_tinggi_bekerja_minim_akses_sosial_media,penghasilan_orang_tua_rendah_pendidikan_ayah_dominan_ibu_tahun_lahir_awal_sedikit_saudara,penghasilan_orang_tua_rendah_pendidikan_ibu_tinggi,tinggi_akses_sosial_media_suka_lomba,kurang_suka_lomba_durasi_tinggi_bekerja,rating_rendah_kesan_matkul_sains_data_geofisika,penggemar_game_matkul_pembelajaran_mesin_ilmu_komputer,tahun_lahir_akhir_akses_sosial_media_tinggi,akses_belajar_daring_sma_swasta_tanpa_role_model_keluarga,perempuan_tidak_mengikuti_organisasi_dan_ukm_tanpa_role_model,perempuan_jawa_barat_lumayan_mengikuti_lomba_pembelajaran_luring_aural,perempuan_matkul_pembelajaran_mesin_ilmu_komputer_role_model_ibu_sma_swasta_aktif_lomba_dan_bekerja,akses_belajar_daring_tipe_belajar_reading_lumayan_mengikuti_lomba,sering_mengikuti_lomba_pendaftaran_kampus_seleksi_rapot,matkul_sains_data_geofisika_tipe belajar_visual_sma_swasta,sosial_media_twitter_tiktok_akses_belajar_daring,tidak_mengikuti_organisasi_tipe_belajar_visual_lumayan_mengikuti_lomba,role_model_ayah,kelas_sistem_informasi_manajemen_pendaftaran_kampus_ujian_tes
0.338424993172248,1.4335478745164547,-1.0916891331125684,-1.2659938140628233,-2.5614522437824827,2.0869076915776996,-2.0402213987384816,-2.09939414304983,1.5913228711835719,0.8234350149093205,-0.9441784561814673,-0.3899613702602514,0.5496050245913818,0.09151642825661363,0.05317129878546414,0.009305181592491113,-0.7454821463142534,-0.19855451017513462,1.4867340580937276,-0.7295808192314466,0.30196330617561634,0.5437894423939953,0.07862628020824647,0.16453710037608804
1.1895096784937078,1.644142349683736,0.3434282261512819,0.34858409676433266,-2.0399249459968924,0.7852423999296352,1.3643496691409418,-0.5817357845332406,0.0608062350635652,1.8672676713501764,-0.4912043419473969,-0.7473428300480981,1.3183072083844618,-0.5406989617174588,-0.04217481399511678,-0.27474661413403934,0.10073080465773206,-0.8448737188695696,-0.22122663202539408,0.8672431639504878,-0.5300908416692933,0.0859723967274109,0.08362039905254398,0.05289298518103064
-2.0238291408541578,-2.5064077168430785,-0.7076205396174581,2.374295538172113,-2.3352527953146764,-0.2455345585361239,-0.048996836144111475,0.8189811635093587,-0.8596885146698834,0.772567255331518,-0.5841198988266381,-0.48120007561729866,0.08872595994574871,0.04301761126392389,0.3479458624783298,-0.31926905729146077,-0.9147229625069743,0.5634801934074792,-0.002283433066105243,0.7429333682779079,-0.24210570409078178,-0.7198512250356071,-0.15123356949915334,0.3005608142978762
0.008411547551446684,-3.644019849614707,-1.4553622402058863,0.6892886337408128,0.8045184960661044,-1.372681745867527,-0.9326590175674988,-0.06841139442049445,0.43503001944623043,0.8436855699479953,-0.5053572528262252,-0.7972963344502689,0.8292041013201227,-0.26574906421199407,-0.6499860326121877,0.029678421644087807,-0.9771522644790963,-0.2701917606268547,0.02161297122838497,-1.034684297676353,0.2503412047005015,-0.5593439312866393,-0.2503095330843879,-0.05063494517182416
3.2660504095766574,0.6611103943576946,2.2647726369704975,-0.7420048260375811,-0.5000821535249708,0.4854554248032187,0.020309502898640815,-0.5885564812218165,-0.29599340940539076,0.9435322924446343,-1.5797153815516418,0.6587820922683406,-1.3496166563169028,-0.37909047548751806,-1.3433270944321936,0.8581187750498822,-0.6083001545062372,-0.5366410567650579,-0.23865492797083754,0.5739019183880284,-0.2361783814345732,0.03843259052528775,0.1495591358095169,-0.7646429252463793
-1.3687819063989426,-1.2004800281068755,0.5847357549515229,3.220490665734182,-2.3989360615216406,1.0183441958394315,0.6236644248866857,-2.2352793675461475,0.3675885704915145,0.7472543598741693,0.3415026632804655,-1.4741242450344514,-1.8282562662190545,0.9024993542210661,-0.5759869857071775,0.41053491220392985,0.8572033830560387,-0.850068303202709,0.3005795357908965,-0.3633695391886401,0.5348944665765251,0.4659313802919649,0.31837465968505596,0.1763750896014329
-3.1045322998356593,0.23190208250836833,-1.901971608633466,0.1262953205432246,0.3683913097145484,1.6714094742210956,-1.2548316182046733,0.1812405506029804,0.3029588078688398,-0.5974022392812056,-0.6191231356657951,0.11431382034390343,-1.9112535386580716,0.7143474569357239,-0.12694429648520805,-1.1746252510119113,-0.8225280010349456,0.30338761900832245,-0.12519645458611617,-0.5154077161218604,0.056979473981718536,-0.2292043775082277,0.39592144254484113,0.7946294960089884
1.9199098104879924,-1.4325288298009964,-0.5782862640627232,0.7631248084428449,0.21652430103859827,2.339736319471457,0.4514958038490046,-3.0066379113626542,-0.5514138570423691,0.3438066917380345,-0.5602010077742021,0.9880730008690831,-1.1126531201945749,0.3546728014460195,1.5710238316211544,0.3815158977205492,-0.523719257908867,0.48291407799037067,-1.1095200579452056,0.45950541651887855,-0.660729590423753,0.4581407699726121,-0.48801847827054134,-0.02417810693505427
-2.0852239110648445,1.6990856748830878,-2.4104560837727798,2.2164175647853988,-0.457965117780471,-2.19116043616231,-1.3967925301717776,-0.20024684920728336,-0.7034168240922544,0.09617972008070125,-1.0297359799548302,0.07694526235558713,0.8276700645582897,-0.9745607471207524,1.2335729224855223,0.06056622646061758,-0.02847129580497518,0.7269004260862092,-0.8543536867601846,0.31214920553403336,1.2277497571194158,0.7663860317252993,0.19687641154251598,0.11738890389379503
-0.6108028338008555,0.3026923012625225,4.55895238894638,0.11616862114685941,-1.5691193475816254,0.42816627236198646,-1.6195402526997216,-0.03519445200786876,1.7514091877351061,-0.5669023115980659,0.5100703943889321,0.4532837869712352,0.8047636143835372,-0.7005937508348672,-0.4277365913411027,-0.5722693717026478,-0.8088792851250174,-0.2978535720669364,-0.9502328189720549,0.03484223297502832,-0.053769399583223396,0.2610900226181182,0.40252331597034885,0.18098363613238294
