PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
2.4014142121867033,1.9014120739878106,-1.0624558805837263,3.408490543411719,-1.710595466065207,-0.8070544150056977,-1.056590426222813,-2.4357346593587246,-0.026753777593425523,0.111043323867625,0.30536716632304717,-0.7603881799978155,0.5399172413038738,-0.2876558313402152,-0.14031475848395145,0.08057599874446413,0.26556915622432353,0.1348068824777465,0.9059958460954316,0.4565204821902118,1.2336643714002316,0.3824944041611371,-0.7877640861705526,0.027272563256552418,-0.26957192329701263
2.21183808878015,0.8853108116456534,0.4869168325789086,0.03835002243517349,0.45467311514135733,-0.24563584976699127,-1.5513148937470944,1.1800744662709162,-0.2768798469738592,-0.9984379215358519,-0.09197156698985134,-0.5095029002370004,-0.01836727064058706,1.014661014231287,-0.01745174549383391,0.7340629498125544,0.9753645183278584,0.4629380634278577,-0.020159649154144754,0.18256473296325684,0.43219419705042583,-0.27179786520349297,0.9404894846064883,0.2373511042554714,0.04548773294546206
2.892813801201641,1.0917568381273186,-1.6212588148616667,-0.7966459925851967,-1.3813405007443378,0.38040079349286,0.6737891061032647,1.6199012574701614,-0.25472640715945744,-0.5461189469905362,-0.3831702555049498,-0.8551021517615021,-0.6823283492652823,1.0276919303105458,0.5530385642547242,0.13605903872876035,0.8809625643885697,0.7550925618868081,0.15307021256693837,-0.29776416824205065,-0.29173039069733436,-0.5961146073477784,-0.29009610561144894,0.28780786944633835,-0.14476021217049373
3.032931502736985,1.0568321822817224,-1.5102560346680656,-1.5796758878100525,-1.6216572606408526,-0.5917997985158393,1.0285251395143402,-1.1016824897774087,-1.6346792483774824,-0.7637799020672664,-0.07955785160322576,0.32209963833975963,1.5078023411631443,-0.3158122129464969,0.04929758198317108,0.6576820374600749,0.5116468900392053,0.47833779510707664,-0.02827270470388224,0.8142641655597179,-0.23679226479623358,-0.07238022689093988,-0.2170791451119799,-0.5659365972745226,0.7550602229237791
2.7094422195811885,0.8449703417593477,-0.17270502768232515,-0.5319986386125808,1.6743114109233317,-0.48814586563441476,-1.9069352520029785,0.33800770213496023,-0.507665295038444,0.29390935634495535,-0.22095946996863147,-0.009173399351007402,-0.5733826055843723,-0.31663748643077194,0.7991242747041999,0.492532493145973,-1.1661392850183416,0.8982153132580593,-0.6825794699051959,-1.028671386820803,0.11254577843441879,-0.2910016864475369,0.737778684827846,-0.2749633974491351,-0.10292387916093111
2.388133446885592,2.1140827095776844,-1.0638139266128177,0.12051983268653034,-0.5149706938739039,0.8084404243675373,0.6687523450551874,-0.9721173351383684,-0.07192814615866988,-0.9541150191122025,-1.9013235676015934,0.5158353209900551,-1.1718978662048438,-1.8429838096840858,0.01377410326635821,-0.9613660591786816,1.0945791413649328,-0.6125712946593813,0.5804390095174061,-0.813742351067545,0.3205178023807819,0.23529008470339194,-0.26490089535937467,-0.23749827703151893,0.6552886493233742
3.0099447607515715,-1.9044995510364657,-0.47319570934038807,1.423306572517811,-1.6981347131561977,-0.48804935825983126,1.5079311775020205,0.4448378667485966,0.6459046994872812,1.6531663076250405,-0.4503672606028455,0.5455517449175319,-0.6515398214839787,-0.3587265731720056,0.31196365200812204,-0.5596166215904852,0.23199177623109207,0.697706178095745,0.48278314204443823,-0.8367921537118432,0.09872456239498031,-0.04943072846982944,0.10340446595648956,0.2527812421415338,-0.2725528653778123
3.05493468709469,-0.20325168805576335,-1.1101929627788636,-0.7964092712841944,-0.4692915811455022,-1.7374361845243564,-0.9788868174639083,0.6567856195663765,-0.38638650853636947,0.7443722776465995,-0.42605987557430597,0.7919029847130765,-1.9441628104352902,0.3453441141760809,-0.9884836309647006,-0.000727269056797944,-1.0864861846645213,1.1875356451935761,1.2728018437869455,-1.1401768724334242,0.7782864194163176,1.2020824509694334,0.17191218629224836,0.6632787752235949,0.6155390660715176
3.0474837747450727,-1.6437974125719756,0.5578409220106237,-1.0165972025125711,-2.6529941463271336,-1.860825769956639,-0.4505544337971561,0.12562469511245722,-0.2571185652017172,-1.1971723296954908,-0.6480800939393666,-0.24233055382783353,-0.7486484542890087,1.9192600285922934,0.07365699086389696,0.2758863221899166,-0.13048638423783893,0.9960371143649251,0.7360744322401951,0.6294811971143173,-0.7418781052011849,0.389023089435943,-0.051818198958136885,-0.8928709724220368,-0.5500405277711083
2.9809822090199827,0.6367949731210052,-0.5887336770060082,0.978648396133881,2.4571181024777187,-0.22066282683587907,0.21752191866927978,-2.2717419069769296,-0.33247272230528435,-1.2435056401711027,0.6384439345292604,-1.739535990278825,-0.07498440114672424,-0.29054749465294344,0.09608494447823226,-0.007258946790564116,0.730160730995799,2.227001460022334,0.27781398670163054,-0.14652904279266535,-0.440650734662453,-0.13762994582698548,0.743233403823442,-0.009211291389434884,-0.11654646126507921
