nilai_ipk_ips_sks_semester_minat_lomba_tinggi,perjalanan_kampus_lama,pendidikan_ortu_rendah,nilai_matkul_bahasa_inggris_matematika_rendah,sering_akses_sosial_media_sedikit_waktu_belajar,penghasilan_ortu_rendah_memiliki_beasiswa,jumlah_saudara_banyak,total_matkul_mengulang_banyak,meluangkan_waktu_belajar,matkul_semester_1_matematika_tinggi_binggris_rendah,sedikit_bermain_game_pendidikan_ayah_tinggi,preferensi_belajar_luring_genre_permainan_teka-teki_petualangan,penghasilan_orang_tua_tinggi,latar_belakang_sma_swasta,latar_belakang_sma_negeri,pendidikan_ibu_tinggi,jalur_pendaftaran_kampus_seleksi_rapot_organuisasi_himpunan_mahasiswa,sosial_media_twitter_tiktok_gaya_belajar_visual,gaya_belajar_aural_preferensi_belajar_daring
1.8028939890573519,-0.9879983734621955,2.643093617036372,1.842918749360571,-0.9727480950154638,-1.0904375580052954,-2.3756808850553113,0.3780845163272097,-0.1391475641590702,0.05619379503370275,-0.4469637902412303,-0.6394671329554953,0.027574482287460268,-0.06971645546800195,0.006754775121870821,0.3799560211536602,0.30387141598603934,0.8961581709014292,-0.8339761400139525
1.0341131870611708,0.5745021725543196,-0.07422714818422159,-1.1087248053658654,-0.5185842450319458,-1.7944898508270324,1.070783733909388,-0.46865717834099224,0.3667204950024808,-0.8023078244142466,-0.8809278933814704,0.6160517284407162,0.5435695975049956,0.2804471569239916,-0.5169495004730901,1.1067053721270959,0.35100360954366516,-0.3118589505324951,-0.15264791144957632
0.9537679141364092,-1.6698260681565869,-1.1532195474295752,1.4023655463335067,0.3616352286497675,0.03907580804898391,1.788101575776724,-0.5016619538256462,-0.25174441566323374,-0.46887822963646547,-1.0482723938127234,0.9292178388051998,0.2868840154106591,0.7964277976974595,-0.3013606866640076,0.9113256987150251,0.6707049252083894,0.1052336300505065,0.29010408634426194
0.8757839741001762,-1.6789148054756244,-2.1118252393705603,1.6535530413922872,-0.3950166968716401,0.3626365151897363,-1.0964716299508197,-1.7386981553400505,0.1516657771603027,-0.8185997460045212,0.283169847262195,-1.3825144705169887,-0.15987131063946983,0.24707900737554608,-0.9957127105919756,0.6459391300527472,0.10042161182616846,-0.3901928828062644,-0.6648981224442543
0.8245462955470065,-0.17737138456653398,-0.35513701579584267,-1.9833833013425781,-0.5418554544122443,-1.4670227709447523,0.23259243090016474,-0.4543474984530855,-0.6292880563003458,0.3366272298054009,0.004720886308919181,0.6027882572569111,-0.6344781920929117,-0.046714609363308936,-1.3000040827629324,-1.0335941045980377,0.529705601890444,-0.3078470507509867,1.4798220418226902
1.838188485264769,-1.111927715894157,0.16735146582012214,1.1788572598110703,0.8866008207899405,0.46563102287171787,-0.660841140509869,-0.21725561909764332,-1.3243181101491523,-1.8313817759448943,0.4937457490988355,0.06355516520444239,-1.393456326808357,-0.8165636665849,1.8001835440565153,0.24353965141680717,0.26302344083270185,0.5773660368488516,0.28182802837986226
-2.1152592061493354,-0.37196134529899605,1.092614898591232,2.3053913320077886,-0.6839868483091861,1.2209127128263635,0.533291952075763,0.4073640843485486,-1.1665974212048,1.0562707315286242,0.4518847284778916,0.4350790705850053,-0.6316113504880325,0.07382526363664019,0.36940730253751924,0.25261014123435493,0.5564170910089813,0.9272533494881813,0.7544874100345712
-0.4343220525567485,-1.2291421416629509,-0.8232213002460005,0.3001986282187544,-1.866986687741912,-0.5485730744655026,0.6657835364741177,-0.3773770386660387,-0.9831279773010421,0.7786975271947604,0.7721422447170909,1.414929503156411,0.8264044191929689,-1.2185853405230118,-0.36879940062757893,-0.44380143342274103,0.6670279083884967,1.9426514986088819,0.6588654571036214
-1.7059106222277032,0.4192132821152415,-1.681755446456562,2.081041731318012,-2.186774822810991,-0.9886379713450124,0.28265870702568496,-0.4531303960476612,-0.08245755961453691,-1.333278182692573,-0.6296520437554691,1.4397498126156647,1.3981167502349972,0.6722507127196637,-0.9175831041414968,0.09718562502266812,0.7815599285658452,0.46403009168131176,-0.7472285371478354
0.6720120323251568,-0.5612032903816855,1.4044855675976375,-1.8708715830836429,-0.301679772190793,0.725305513310881,-2.286566219526392,-0.5678768800177039,1.0622110904232862,-0.8305965575144709,-1.879722215949685,-0.2089212147781081,-0.023373405208491238,-0.13508370788315271,-0.7927937333012504,0.7694984510562025,2.2173645739222234,-0.05251432559262426,0.5293239507596215
