tahun_lahir,ipk,ips_semester_genap_2021/2022,ips_semester_ganjil_2022/2023,nilai_matkul_matematika_1,nilai_matkul_bahasa_inggris_1,total_sks_semester,total_matkul_mengulang,memiliki_beasiswa,nilai_matematika_sma_kelas_12,pendidikan_ibu,pendidikan_ayah,jumlah_saudara,penghasilan_orang_tua,waktu_khusus_belajar,suka_lomba,total_mengikuti_lomba,sosial_media_youtube,sosial_media_whatsapp,sosial_media_twitter,sosial_media_tiktok,sosial_media_tidak menggunakan sosial media,sosial_media_instagram,sosial_media_facebook,total_akses_sosial_media,genre_permainan_tidak bermain game,genre_permainan_teka-teki,genre_permainan_strategi,genre_permainan_shooting,genre_permainan_petualangan,genre_permainan_olahraga,genre_permainan_multiplayer,genre_permainan_aksi,jenis_organisasi_tidak mengikuti organisasi,jenis_organisasi_penalaran dan keilmuan,jenis_organisasi_organisasi sosial,jenis_organisasi_organisasi pengusaha,jenis_organisasi_organisasi masyarakat,jenis_organisasi_organisasi keprofesian,jenis_organisasi_organisasi keahlian,jenis_organisasi_organisasi keagamaan,jenis_organisasi_himpunan mahasiswa,estimasi_waktu_perjalanan_ke_kampus,jenis_kelamin_laki-laki,jenis_kelamin_perempuan,tempat_tinggal_kuliah_apartemen,tempat_tinggal_kuliah_asrama,tempat_tinggal_kuliah_bersama anggota keluarga besar,tempat_tinggal_kuliah_bersama orang tua,tempat_tinggal_kuliah_kontrakan,tempat_tinggal_kuliah_kos,provinsi_asal_bali,provinsi_asal_bangka belitung,provinsi_asal_banten,provinsi_asal_bengkulu,provinsi_asal_dki jakarta,provinsi_asal_jambi,provinsi_asal_jawa barat,provinsi_asal_jawa tengah,provinsi_asal_jawa timur,provinsi_asal_kalimantan timur,provinsi_asal_maluku utara,provinsi_asal_nanggroe aceh darussalam,provinsi_asal_nusa tenggara barat,provinsi_asal_nusa tenggara timur,provinsi_asal_papua barat,provinsi_asal_papua barat daya,provinsi_asal_riau,provinsi_asal_sulawesi selatan,provinsi_asal_sulawesi tengah,provinsi_asal_sulawesi tenggara,provinsi_asal_sulawesi utara,provinsi_asal_sumatera barat,provinsi_asal_sumatera selatan,provinsi_asal_sumatera utara,jalur_pendaftaran_kampus_beasiswa aperti bumn,jalur_pendaftaran_kampus_beasiswa undangan,jalur_pendaftaran_kampus_seleksi rapot,jalur_pendaftaran_kampus_snmptn,jalur_pendaftaran_kampus_ujian tes,jalur_pendaftaran_kampus_utbk/snbp,tipe_sma_boarding school,tipe_sma_ma/man,tipe_sma_mengulang kuliah,tipe_sma_sma/sman,tipe_sma_smk/smkn,latar_belakang_sma_negeri,latar_belakang_sma_swasta,jenis_tempat_tinggal_keluarga_bersama anggota keluarga besar,jenis_tempat_tinggal_keluarga_kontrakan,jenis_tempat_tinggal_keluarga_rumah,jenis_tempat_tinggal_keluarga_rumah dinas,cara_belajar_mahasiswa_aural,cara_belajar_mahasiswa_kinestetic,cara_belajar_mahasiswa_reading,cara_belajar_mahasiswa_visual,akses_pembelajaran_daring,akses_pembelajaran_luring
-1.5246075714331389,-0.8116011991567343,-1.2883716807263592,-0.6845519799048946,-0.24145413746364613,0.3736894074755773,0.21666268830461527,1.9562936008244114,-0.3979112128771108,-1.7837119946572275,-0.5700292356779408,-0.7356056095646043,-0.7184963168592813,2.0585862444400966,0.569042637953892,0.9364692806330157,1.569643451732747,0,0,0,1,0,0,0,0.04295802473834543,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.1265484248512385,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.5246075714331389,-0.22472031062705747,-0.6704088981836646,-0.10895023491291711,-0.24145413746364613,-0.9824751794372452,0.21666268830461527,-0.5021391489312825,-0.3979112128771108,0.16858673653048722,-0.5700292356779408,-0.7356056095646043,-0.7184963168592813,-1.0672760642118,0.569042637953892,-1.4326615362654684,-1.0455535822253932,0,0,0,0,0,1,0,0.04295802473834543,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15792987120447383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.17342458530296784,-0.11869169042823369,-0.2622566259486058,-0.7363759044809279,1.0673795112469557,0.3736894074755773,0.21666268830461527,-0.5021391489312825,-0.3979112128771108,0.16858673653048722,1.332400415357863,0.9532940947810457,-0.7184963168592813,-0.16219949875951692,0.569042637953892,-1.4326615362654684,-1.0455535822253932,0,0,0,0,0,1,0,-0.8850652391292365,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.2827206183923445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.17342458530296784,-0.010229748120312123,0.4911175352614043,0.33844556202843745,-0.24145413746364613,1.2170772626465707,0.21666268830461527,1.9562936008244114,-0.3979112128771108,-1.2484795474968495,1.332400415357863,1.499122192201932,0.17054033712649388,0.8870954823367636,0.569042637953892,-1.4326615362654684,-1.0455535822253932,0,0,1,1,0,1,0,1.0491916928153766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8339420394849887,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.17342458530296784,-0.0375751376745668,-0.012234985171953325,-0.021933893758147655,-1.1539248617250222,-1.494402588793761,0.21666268830461527,-0.5021391489312825,-0.3979112128771108,0.16858673653048722,0.10681887421874062,-0.7356056095646043,0.17054033712649388,-0.16219949875951692,0.569042637953892,-1.4326615362654684,-1.0455535822253932,0,0,0,1,0,1,1,-0.8850652391292365,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,-1.1265484248512385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0736145265085761,-0.9236306793388372,-1.806815814095867,-0.30728168176155746,1.0673795112469557,-0.35962405473284165,0.21666268830461527,1.9562936008244114,-0.3979112128771108,-0.2759879291148972,0.10681887421874062,0.9532940947810457,-0.7184963168592813,0.8870954823367636,0.569042637953892,-0.0367872226699397,0.7084937971983257,0,0,0,1,0,1,1,-0.8850652391292365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2827206183923445,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0736145265085761,0.7563489712863876,1.1578689613131512,0.40044940343583196,1.0673795112469557,1.2170772626465707,1.0857894298537323,-0.5021391489312825,-0.3979112128771108,0.40365546559738175,-0.5700292356779408,0.3999300735337386,0.8914124326658566,0.8870954823367636,0.569042637953892,1.6817418675711548,1.569643451732747,0,0,0,0,0,1,0,-0.8850652391292365,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.15792987120447383,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.17342458530296784,0.508838957257947,0.3523726291427029,0.4945083927354521,-0.6920307034814881,-0.35962405473284165,1.5461089656347053,-0.5021391489312825,-0.3979112128771108,0.6475458136366805,-1.3095631821996054,1.499122192201932,0.17054033712649388,2.0585862444400966,0.569042637953892,-0.0367872226699397,-1.0455535822253932,0,0,0,0,0,1,0,-0.8850652391292365,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.15792987120447383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.5246075714331389,1.1815447160554524,1.2759520387980012,0.9504028632942528,1.0673795112469557,1.2170772626465707,1.5461089656347053,-0.5021391489312825,-0.3979112128771108,0.40365546559738175,-0.5700292356779408,-0.7356056095646043,0.17054033712649388,0.8870954823367636,0.569042637953892,-1.4326615362654684,-1.0455535822253932,0,0,1,1,0,1,0,1.0491916928153766,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1.6141850171461611,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.5246075714331389,-0.37927172903932094,-0.012234985171953325,-0.021933893758147655,0.6367812278655991,-1.8948372910797042,0.21666268830461527,2.0543036352449233,-0.3979112128771108,0.16858673653048722,1.332400415357863,-0.7356056095646043,-0.7184963168592813,-0.16219949875951692,0.569042637953892,1.6817418675711548,-1.0455535822253932,0,0,0,1,0,1,1,1.0491916928153766,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.1265484248512385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
