PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
4.4336905,-0.25235093,-1.7405716,-0.62088454,-3.673378,1.9538201,6.799737,-0.5055179,-2.059187,1.393186,1.2807893,-1.6758778,2.3986406,-4.406,-1.1116798,-1.7547405,1.5336667,3.7269936,6.3424277,0.26271054,2.3794155,-0.05895681,-0.08565765
8.793438,-2.2251303,-2.8148053,-2.8937528,-1.9065164,5.3944745,6.2800655,-0.14425756,-24.97164,-6.1386566,1.8618795,12.922009,7.6437817,-8.1048565,-0.21930167,-3.3209965,9.315273,1.5710461,1.0960994,-4.6445646,-8.447144,-12.985893,0.079255626
-0.029483937,0.24392991,-0.22129592,-0.6230055,-1.3828586,-0.031401034,0.35194576,-1.1082768,-6.0173287,0.34595856,-1.1547844,-1.366121,0.7302474,-0.12198778,-0.22799712,2.094551,1.5812151,-0.14445521,0.86622596,0.13198192,-6.4486747,-1.0757003,-0.019174358
-3.9186168,-0.31035694,0.09440459,0.63731194,0.39910924,2.281381,-3.5720563,-0.19009559,-5.977374,1.4350915,-3.5898015,-0.18735588,0.6415222,0.4863855,-0.6001425,-2.0695593,2.3899045,-2.7813034,0.71672,1.4061835,-2.347239,-0.1331512,1.9975845
-1.2835342,-0.46154165,-0.36333984,1.0697744,-0.8930216,1.0016047,0.03548005,2.8103364,2.7390835,0.3240653,-1.2520937,-0.5870787,0.20209183,-0.34953192,0.20685428,-1.1639438,0.25571305,-1.8670968,0.20391747,-0.52677363,3.532307,0.001289367,0.22502285
-1.2298338,-0.03321255,0.05328536,-0.5730165,0.62767273,1.8953215,-0.97105896,-3.5717273,-5.211329,1.5711615,-2.199187,-0.37141204,2.4082408,-1.8648863,-4.1280675,-1.154496,3.5401092,-1.4786515,1.3233382,1.5413693,-1.507887,-0.9568986,2.2539165
2.6757405,1.3196819,-0.14487258,-2.6410465,-0.3766157,-2.607354,1.853545,-3.1953738,-3.6963973,-1.1733894,2.3953376,-0.74906623,0.4717734,0.007290824,0.42270562,6.625759,0.38959944,3.059459,-1.5249493,-0.45288098,-1.3947251,-1.3855736,-2.560605
-0.918961,0.89667517,0.60119,-0.045878153,2.3555243,-0.019171953,-0.4919433,-2.980754,4.037625,-0.18350264,2.0470753,1.3758893,0.93158185,-1.0158081,-1.6192106,2.231446,-2.4676218,-0.62189424,-2.6037357,0.010198759,2.3345077,0.8258862,0.2735981
0.7224495,1.2675773,0.86745375,0.37737367,1.1177286,-3.0648282,-0.98810595,1.5334071,2.987125,-1.26635,-1.2938218,1.1275853,-1.9238523,1.3050948,1.9075981,3.6524904,-2.8719125,-0.1065753,-4.5140843,-0.8474831,-1.1512009,0.612919,-1.4623637
-2.2512012,-0.6206775,0.4574137,1.8681303,1.2705305,3.951796,-1.5468035,0.5072746,5.105182,1.6599922,-1.4175751,0.8510152,2.213855,-0.042879723,-2.2447724,-3.4060295,0.9145206,-1.4970726,2.077103,0.99436945,3.2037606,0.9488705,1.1159124
9.288346,5.388629,12.283803,1.3356929,-13.780587,-7.843391,-23.676046,-15.930694,12.628119,15.201788,4.0534534,4.46556,-0.32903582,1.4252462,8.479122,3.4212759,-15.711347,-6.7184863,-12.597555,19.843435,-4.3958783,2.4968984,1.7062228
-3.2741413,-0.3771385,0.6132305,6.1234446,3.0534804,1.4068274,0.1919984,2.0129862,1.5278425,1.4599922,-0.4149664,-0.47255096,-2.29128,0.7945942,1.0972635,-2.2064114,-0.9552284,-2.92859,0.06568002,-0.65228266,4.755676,1.6395122,0.03752174
0.77657217,0.25759268,0.51684874,2.4668128,-0.61081547,-1.4857339,0.85590136,-0.007071415,4.0704293,-0.7023911,0.50149536,3.4249372,-0.39543483,-0.50436693,-0.50083184,0.1450783,-1.0307628,0.69849735,-0.24123085,-0.344476,1.5593859,0.22084728,0.72460026
0.75352395,1.001498,0.32435226,-1.7746978,0.27005765,-5.9407425,-0.39909196,-1.096111,-1.0724639,-1.8213577,2.3740823,0.2473999,-2.7243311,0.3209118,3.4080808,5.251862,-1.8514497,1.7118784,-3.694047,-1.8567411,-3.388634,-0.79033655,-2.6915221
1.0198565,0.37103608,0.6282552,-0.46060467,0.4964367,1.3156387,2.9669516,4.0753484,1.6706562,1.0429509,-1.6151528,0.44930187,1.4088776,0.29645097,-1.580238,-0.6726133,3.0081577,1.4203055,1.4808962,1.7945166,2.3410163,0.555998,-0.8256055
-0.10810693,-0.6652858,0.5112667,3.2189882,0.9472322,3.3782716,0.5281722,3.8026648,8.163171,1.2872177,0.98048127,1.2401022,-0.06593527,0.4401839,0.39429706,-2.4495306,-2.2402549,-0.6304306,2.6729038,0.18372759,4.316529,2.0770538,0.37256703
-3.837671,0.16584577,0.9932609,2.2179396,2.4476657,-1.6470501,-4.8815427,2.1161728,2.7590778,-0.8725522,-2.8501487,0.99048793,-1.9166969,2.1142905,1.2646229,1.1449461,-0.8654309,-2.911653,-3.7427547,-0.2975069,-3.1004496,0.8991209,0.13690193
-1.7786802,-0.44619614,-1.3304418,-1.8533822,-0.0039743898,-1.6547776,0.10767361,0.36356798,-2.2097406,-1.0971781,2.1690276,1.1869161,3.358042,0.6380942,2.5085025,2.0777948,1.4112451,-0.01764724,-0.4595289,-3.2617288,-1.2512966,-2.443131,1.9385045
-1.6123283,-0.17784928,-0.24807489,1.5141146,1.9956235,-5.7110786,-7.4401917,-1.8402057,0.31134254,-4.5901823,-0.09155464,3.9476676,-7.446379,3.4615839,1.594152,1.0667506,-2.48336,3.6903932,0.89572364,1.6042831,-4.7417054,0.5774557,-0.69470674
-0.40221524,-0.6374382,-0.5756336,0.16886519,-1.700809,-0.73034257,1.096315,-1.1772232,-2.1343658,0.41539228,-1.18078,-1.4010396,1.2830036,3.8219104,-0.6036185,-1.824246,1.9137814,0.5024342,1.9886378,0.45238608,0.77687573,-0.26419228,-0.7733016
-0.52683115,-0.46714163,-0.6207239,-1.0468669,-1.473834,0.11972014,-0.1396056,-0.93892056,-7.0832853,0.3773256,-4.2921906,-1.7977777,0.7265565,0.08021226,-0.6876142,-1.8667103,4.487947,-0.13584884,1.3628992,0.5879549,-2.277888,-1.3471365,0.54455996
-2.504106,0.13189064,0.70259863,-0.66639197,3.1521602,-1.1690743,-2.2494123,-2.3447316,-3.3106062,-0.19135568,-1.9745924,0.44181472,0.22542053,-0.0042206896,-0.4953667,0.09977283,0.46787584,-1.9500006,0.50330824,-0.007858977,-2.0426228,-0.50657386,0.1320858
-1.1739074,1.6229017,1.1313277,-0.6317248,3.624126,-3.4039314,-3.1389642,-4.636276,-0.58104235,-1.1750972,0.8756441,1.6464427,-0.09969029,-0.57417,-1.3080659,3.8901896,-0.7122406,-0.12073088,-5.197286,-0.22430992,-1.69031,-0.2621155,-0.16949154
0.28963834,1.569989,0.48106527,0.6366505,1.8345664,-3.8637843,-0.43660885,-1.399809,3.8573902,-2.0765135,5.7962494,1.8829993,-1.3428922,0.90265185,1.17847,5.1366925,-3.1333919,1.2775636,-5.570196,-1.6203784,-0.8074779,0.67829984,-2.4889061
-0.41583923,0.52633387,0.0220077,-2.5330043,0.4457193,-4.881143,-0.8530299,-1.6431767,-4.3674803,-2.0317438,-1.9407358,-0.32124516,-0.7296897,0.36387983,0.60842454,2.360764,-0.33365348,0.38038018,0.01910586,-0.12244313,-4.078774,-1.3644398,-0.41116816
3.5909867,-0.25548604,0.18633781,-1.2417117,-0.67456114,-0.02610123,-0.89876187,-1.8886055,-2.932839,-1.0532253,1.9130387,0.13709493,3.7862175,1.056545,0.5116153,2.1820455,0.055474713,1.7610979,1.8394743,0.9085916,2.3794942,-1.7048194,0.29461107
-3.1741767,0.8611503,1.4527425,-0.09572935,3.6132662,-3.857671,-4.133323,-0.6683328,1.0072446,-1.372271,-0.2908079,2.1535003,-3.3166714,1.4953964,3.149213,3.4233048,-3.3834288,-2.0684743,-5.202341,-0.44202498,-2.0915945,0.217434,-0.6146066
-2.3218858,0.30314004,0.48307458,0.38556266,0.9701972,-0.79250723,-2.1847713,-0.31943706,0.21499342,-1.3788401,-0.31777394,1.6878798,-2.1522682,-1.9558607,0.84920645,1.4268987,-0.5014834,-1.2093776,-4.2532015,-0.016334318,-1.9603577,-0.098394975,-0.12676486
-0.80160415,1.8358837,-0.21503846,-0.6011641,1.1864715,1.5444545,0.61973554,-5.092373,-1.1595975,1.530446,0.81341296,3.4557836,1.9278527,-2.3335443,-2.8871381,0.89392567,1.3967465,-0.72144186,0.78931725,1.1548157,0.17011547,-0.29523924,1.1074756
1.5950832,0.09721134,-0.33727226,0.7571097,-5.0586247,1.1289732,3.013127,-1.5697318,2.7223732,-0.3796335,-0.2645769,0.18077943,-1.7474186,-0.6850927,4.5816565,-0.9652142,-0.2809282,-0.55328465,3.2241673,-0.11427928,-0.89387757,0.16588625,0.15724643
0.46882206,0.07588888,-0.2900584,2.3967972,0.2318209,-0.8284832,-0.8272744,-3.9315417,-3.1213517,2.5769677,-0.2196363,0.08495297,1.4009025,-1.2702506,-0.45020798,0.08515857,-0.55718863,0.30254117,-1.8053128,-0.17850143,-2.282618,-0.9271888,-0.32781345
-5.0217266,-1.8089406,0.43149358,1.58486,0.45676827,-0.6749172,-4.649035,2.5725327,-2.6747437,0.24918908,-5.9152317,0.031286843,-1.2525657,2.1713142,1.0517846,-0.3356988,2.2259042,-3.8779385,-0.78942204,1.0835116,-3.0767787,-0.17481992,2.7018883
-1.5813936,0.35144404,1.606696,0.8870425,6.8777537,0.015543628,-0.9427201,0.10606948,1.4707303,0.38905087,1.3020481,2.7496097,0.12554161,-0.19912443,-0.4501305,0.80320674,-0.57260543,-1.1281091,-1.6016737,0.064821586,0.24607542,0.4095886,0.43731385
1.5103948,-0.6051794,0.45588523,0.79307765,-2.1775572,0.7773773,1.4589258,3.5442715,6.44105,0.020161461,1.4297494,0.17755213,-3.0279694,0.9086522,1.508848,-0.6800161,-1.6252089,-0.9865582,0.90359354,-0.046035018,1.9859495,1.3885217,-0.5779122
-0.26698846,0.5431454,0.3633313,1.2993907,0.7263989,-2.3178837,-0.061224468,1.7560284,6.1310773,-1.1050838,4.295724,1.2389035,-1.7470942,0.6252875,1.7034497,4.029997,-3.8283174,-0.9387055,-1.6663188,-0.7271642,0.28116798,1.2135006,-0.15936457
-2.1779945,-0.016847087,0.8127405,1.6662042,3.393101,3.9018106,-1.4443886,-0.57163686,-0.592963,1.3542813,-0.66403705,1.7179521,2.1719453,-1.2608842,-3.1903813,-2.0483274,0.2536755,-2.0489628,0.18206176,0.71398216,1.0225793,0.96350014,1.9748611
-0.67988175,0.13384895,1.0584718,0.80639225,3.1164505,2.8502703,-0.32559335,0.25607276,2.6856575,1.7443137,0.7039891,1.2023889,-0.5666748,0.63468724,0.78817534,0.35779724,-1.459604,-0.78742874,1.2408766,2.2024915,1.559228,0.76736164,2.705861
4.0127115,-0.6946201,-1.3586054,0.7684987,-3.8240988,-0.44929695,3.091433,4.6778755,2.6584234,0.176235,-0.18439062,-2.6609192,-2.0513048,2.3045774,3.9854145,-0.605483,-2.0000396,0.8777563,1.2531092,-0.6775643,0.8940054,0.658461,-1.44743
0.22813803,-0.07062123,0.76232857,1.6012253,2.601852,0.2227967,-0.86897725,1.7182343,6.9237967,0.0375389,0.91953146,0.9484889,-0.090275735,0.8322578,0.83665144,-0.28525367,-4.729187,-0.03899329,-0.8447154,-0.54194224,2.3150086,2.0023117,-0.7199403
-1.8253913,1.1216427,1.691868,-0.42814878,4.8099055,1.0885576,-2.6251001,-4.192726,-0.71643394,0.30777067,1.7999829,2.3940554,2.0651817,-1.921714,-3.634672,0.8660665,0.26210123,-0.9801877,-3.3769891,0.3774233,0.9422591,-0.05206056,1.3004457
3.20055,-0.16147983,-1.3357065,-2.3321068,-4.398962,-2.0832822,0.56737655,0.5750567,-8.673355,-0.30464104,-0.71168447,-3.1357267,0.3149825,0.45553377,0.32773656,0.32465962,0.7826496,3.4310846,0.40542302,0.11875522,-2.5449102,-2.2747765,-1.1339
3.8232453,-1.173266,-2.0957074,0.2812274,-4.5971785,2.5003786,4.4130964,2.6631231,2.0468178,0.74004215,0.64032984,-1.3910577,2.0611725,0.31519344,0.01529769,-3.7004097,-0.17114948,3.1494207,4.322504,0.019929377,2.7586644,0.4573196,0.06320336
-3.398384,0.9039257,0.82609844,0.76191866,1.8485975,-5.545521,-4.4775677,-3.1476192,-5.380822,-1.8388618,-2.8155382,0.30909872,-1.7006035,-0.33510715,0.67860836,3.401656,-0.05585372,-1.7059065,-4.73811,-0.04429072,-6.486138,-1.3106527,-0.23715734
0.93442523,-0.25804478,-0.57514966,0.03370528,-2.866349,-0.62584454,-0.50418746,2.3426473,2.0598361,-1.8553821,2.253354,-0.5293179,-1.2546176,1.671944,2.3049595,-0.72158325,-0.4970113,1.3902476,0.284776,-1.5367448,0.94642246,0.40483308,-3.3605258
-4.619425,0.10963556,0.15440266,-2.753019,0.23919395,-0.68997943,-2.279443,-0.54700303,-7.6405244,-0.35172886,-6.206149,-1.6597548,-0.34657562,0.38681564,-0.6712547,0.5141931,7.75048,-3.1580307,1.3432165,1.8124592,-2.900678,-1.216844,2.2044287
-0.27305794,-0.17182623,0.17901547,1.0356343,0.06697106,-1.7065729,-0.19964035,5.028732,3.8708298,-0.61221087,-0.45116016,0.11070097,-2.0560791,2.5811486,4.517092,0.56021774,-2.4187288,-0.25405478,-1.3834788,-0.55000335,0.5751496,0.8470892,-1.4772663
-2.2642014,0.08217435,0.9371852,2.5759637,0.8771558,-3.832154,-4.1508737,3.7709255,3.878514,-1.4922093,-0.8675741,1.2044333,-4.9629664,3.3577225,5.2095656,1.7406174,-3.408591,-1.7339422,-2.9921153,-0.8103131,-1.8350923,1.1555374,-1.5614125
-0.40541008,-0.14771532,-0.33698198,0.77351433,1.2587599,2.7180293,2.0381632,1.1661756,5.1815367,0.40392822,2.314454,2.4140813,1.5752892,0.7424384,-0.0016307136,-0.5562716,-0.7013961,-0.003772419,-0.91291517,-0.33215368,5.572077,1.0690519,0.8136901
1.2308418,0.353642,0.61094695,0.79381865,1.7999007,2.118123,1.4952025,-1.4735956,2.8047395,1.516653,1.2733437,1.2194966,1.529734,-2.479666,-2.809217,-1.1034101,-1.2066158,0.02640521,2.0813346,0.004350808,2.5544052,0.9164358,-0.07354568
